"","SV, tau=0","SV, tau=0.025","SV, tau=0.05","SV, tau=0.075","SV, tau=0.1","SV, tau=0.125","SV, tau=0.15","SV, tau=0.175","SV, tau=0.2","SV, tau=0.225","SV, tau=0.25","SV, tau=0.275","SV, tau=0.3","SV, tau=0.325","SV, tau=0.35","SV, tau=0.375","SV, tau=0.4","SV, tau=0.425","SV, tau=0.45","SV, tau=0.475","SV, tau=0.5","SV, tau=0.525","SV, tau=0.55","SV, tau=0.575","SV, tau=0.6","SV, tau=0.625","SV, tau=0.65","SV, tau=0.675","SV, tau=0.7","SV, tau=0.725","SV, tau=0.75","SV, tau=0.775","SV, tau=0.8","SV, tau=0.825","SV, tau=0.85","SV, tau=0.875","SV, tau=0.9","SV, tau=0.925","SV, tau=0.95","SV, tau=0.975","SV, tau=1"
"2041",0.067,0.293,0.709,0.807,0.139,0.344,0.419,0.01,0.664,0.329,0.005,0.224,0.011,0.111,0.078,0.056,0.076,0.088,0.007,0.003,0,0.023,0,0.009,0.001,0,0,0,0.017,0,0,0,0.001,0.007,0.07,0,0,0.001,0,0.006,0
"2042",0.919,0.851,0.453,0.538,0.43,0.446,0.254,0.978,0.27,0.047,0.74,0.019,0.158,0.113,0.003,0.027,0.246,0.001,0,0.029,0,0.013,0.008,0.009,0,0.045,0.046,0.01,0,0,0.004,0,0.007,0.005,0,0.044,0,0,0,0.003,0.012
"2043",0.08,0.174,0.921,0.069,0.958,0.55,0.004,0.678,0.675,0.018,0.381,0.011,0.003,0,0.004,0.124,0.03,0,0.035,0.022,0.012,0,0.036,0,0.033,0.004,0.002,0.001,0.002,0,0.009,0.023,0,0,0,0,0,0.001,0,0.005,0.003
"2044",0.434,0.952,0.786,0.945,0.036,0.879,0.986,0.38,0.054,0.037,0.411,0.091,0.001,0.001,0,0,0.014,0,0.04,0.039,0.117,0,0.001,0.004,0.019,0,0.001,0,0.173,0,0.069,0.006,0,0.047,0,0,0,0,0.001,0,0.001
"2045",0.538,0.768,0.001,0.967,0.122,0.691,0.045,0.392,0.102,0.365,0.096,0.303,0.575,0.006,0.025,0.004,0.012,0.229,0.016,0.051,0.003,0.02,0.129,0,0.085,0.001,0,0.001,0.011,0,0.001,0,0,0.003,0.042,0.008,0,0,0,0,0.004
"2046",0.682,0.948,0.221,0.085,0.731,0.17,0.421,0.696,0.645,0.77,0.487,0.952,0.006,0.382,0.152,0.053,0.026,0,0.01,0.392,0.052,0.009,0.005,0,0.07,0,0.008,0,0,0.004,0,0.066,0.002,0,0.003,0.019,0.139,0,0,0.001,0.006
"2047",0.855,0.607,0.669,0.544,0.84,0.991,0.105,0.093,0.314,0.226,0.965,0.71,0,0.028,0.324,0.221,0.003,0,0.007,0.011,0,0.069,0.067,0.133,0.04,0.022,0,0.05,0.001,0,0.002,0,0,0.003,0.03,0,0,0.03,0.014,0.043,0.015
"2048",0.285,0.095,0.916,0.684,0.862,0.948,0.426,0.479,0.453,0.583,0.018,0.853,0.029,0.017,0.179,0.009,0.091,0.005,0.028,0,0,0.001,0,0,0.071,0,0,0,0.003,0.002,0.075,0.005,0,0.001,0.024,0,0.001,0,0,0.037,0.015
"2049",0.712,0.536,0.807,0.751,0.515,0.184,0.839,0.126,0.504,0.117,0.068,0,0.043,0.765,0.001,0,0,0.006,0.179,0.009,0.003,0,0,0,0.057,0.001,0.035,0.053,0,0,0.007,0,0.001,0,0.007,0,0,0,0,0,0
"2050",0.565,0.317,0.998,0.798,0.059,0.516,0.944,0.552,0.038,0.483,0.119,0.177,0.182,0.036,0.464,0.008,0.009,0.005,0.855,0.991,0.014,0.012,0.002,0,0.009,0.001,0,0,0.013,0.009,0,0,0.001,0.008,0,0,0.026,0,0.026,0.004,0.082
"2051",0.319,0.63,0.827,0.59,0.836,0.286,0.937,0.08,0.014,0.037,0.03,0.223,0.214,0.004,0,0.006,0,0.39,0,0.012,0,0.011,0,0.023,0,0.011,0.002,0.044,0.002,0,0.013,0.001,0,0.001,0,0,0,0.006,0,0.021,0.003
"2052",0.229,0.456,0.333,0.494,0.195,0.632,0.201,0.82,0.526,0.016,0.317,0.003,0.006,0.008,0.977,0,0.003,0.125,0.024,0.002,0.243,0.014,0.007,0.012,0.009,0,0,0.001,0.083,0.002,0.005,0,0.002,0,0.005,0,0,0,0.002,0,0
"2053",0.787,0.629,0.501,0.491,0.668,0.925,0.449,0.138,0.043,0.797,0.293,0.844,0.911,0.039,0,0.001,0,0.037,0.001,0.004,0,0.001,0.013,0.001,0,0.001,0.034,0.083,0.008,0.006,0,0,0,0,0.008,0.002,0.023,0.001,0.01,0.003,0
"2054",0.279,0.492,0.12,0.255,0.002,0.232,0.615,0.81,0.009,0.866,0.144,0.933,0.078,0,0.055,0.026,0.104,0.017,0.006,0.004,0,0,0,0,0.004,0.003,0.007,0,0,0.004,0,0.001,0.005,0.001,0,0.108,0,0.006,0,0.012,0.001
"2055",0.966,0.063,0.136,0.731,0.098,0.7,0.059,0.943,0.452,0.586,0.33,0.752,0.091,0.006,0.023,0.005,0.084,0.002,0,0,0.004,0,0,0.013,0,0.001,0,0.029,0.009,0.029,0.008,0.003,0,0.009,0,0,0.001,0.023,0.011,0,0
"2056",0.221,0.862,0.385,0.962,0.11,0.99,0.277,0.936,0.507,0.022,0.13,0.027,0.155,0.17,0,0.08,0.114,0,0.013,0.415,0.008,0,0.003,0,0.003,0.032,0.002,0,0,0.006,0,0.001,0.041,0.007,0,0.025,0.002,0,0.016,0,0
"2057",0.075,0.036,0.241,0.825,0.588,0.347,0.028,0.698,0.888,0.103,0.838,0.066,0.74,0.003,0.208,0.041,0,0.007,0.008,0.07,0.012,0.01,0.02,0,0.006,0,0,0.026,0.143,0,0.014,0.006,0.003,0.005,0.02,0.017,0,0,0.003,0.001,0
"2058",0.462,0.242,0.598,0.933,0.253,0.244,0.789,0.254,0.484,0.011,0.002,0.021,0.087,0.006,0.014,0.04,0.029,0,0.001,0.095,0.033,0.04,0.057,0,0,0,0,0,0,0,0.018,0.035,0.021,0.045,0.019,0.004,0,0.034,0.044,0,0.005
"2059",0.803,0.461,0.036,0.778,0.794,0.338,0.02,0.847,0.907,0.009,0.954,0.464,0.332,0,0.023,0.003,0.002,0,0,0.01,0.003,0.029,0,0.005,0.001,0.085,0,0,0.003,0.167,0,0.001,0.001,0.037,0.001,0.064,0,0,0,0,0
"2060",0.953,0.771,0.968,0.593,0.097,0.023,0.87,0.518,0.03,0.456,0.42,0.214,0.838,0.006,0.008,0.766,0,0,0.025,0.025,0.004,0.173,0,0,0.115,0.002,0,0.011,0,0.012,0,0,0.001,0,0.01,0,0,0,0.001,0,0.004
"2061",0.767,0.236,0.467,0.904,0.584,0.829,0.848,0.223,0.735,0.084,0.676,0.651,0.023,0.04,0.004,0,0.081,0,0.006,0.001,0,0,0.02,0.153,0.001,0.027,0.001,0,0.004,0.004,0.002,0.006,0.06,0,0,0.018,0,0.001,0.001,0.003,0.054
"2062",0.255,0.636,0.609,0.166,0.353,0.821,0.211,0.443,0.449,0.793,0.09,0.095,0.002,0.002,0,0.082,0.218,0.287,0.012,0.001,0.015,0.021,0,0.051,0.003,0.012,0,0,0,0,0,0.006,0.005,0,0,0.034,0,0.003,0,0,0.001
"2063",0.808,0.975,0.792,0.328,0.27,0.871,0.745,0.08,0.859,0.377,0.074,0,0,0.04,0.016,0.002,0.132,0.006,0.031,0.027,0.026,0.043,0.015,0,0,0,0.051,0.002,0.002,0.044,0.067,0,0,0.085,0,0,0,0.001,0,0,0.014
"2064",0.827,0.071,0.313,0.993,0.251,0.514,0.573,0.107,0.749,0.346,0.002,0.005,0.212,0.266,0.033,0.001,0.003,0.073,0.151,0.209,0.341,0.297,0.274,0.002,0.005,0.002,0.012,0.019,0.007,0,0.006,0,0,0.001,0,0,0,0,0,0,0.005
"2065",0.812,0.712,0.212,0.467,0.219,0.649,0.416,0.259,0.022,0.832,0.12,0.021,0.099,0.172,0.77,0.043,0.003,0.02,0,0,0.037,0,0,0.032,0.061,0.009,0,0.007,0.021,0.001,0.02,0,0.007,0.007,0.032,0.001,0,0,0.017,0.019,0
"2066",0.371,0.582,0.286,0.975,0.514,0.97,0,0.372,0.01,0.011,0.184,0.069,0.002,0.001,0.775,0.148,0.131,0.332,0.194,0.059,0.002,0.019,0,0.053,0,0,0,0.003,0,0,0,0.001,0.188,0,0.004,0,0.002,0,0.001,0,0.044
"2067",0.806,0.621,0.449,0.261,0.539,0.048,0.117,0.236,0.065,0.479,0.227,0.622,0.142,0.056,0.014,0.139,0.006,0.033,0.011,0.189,0.014,0.002,0,0.008,0,0,0,0.001,0.001,0.005,0.003,0,0.001,0,0.042,0.014,0,0.004,0,0.048,0.002
"2068",0.072,0.527,0.978,0.127,0,0.342,0.55,0.079,0.042,0.008,0.214,0,0.017,0.055,0.115,0,0.015,0.056,0.009,0.047,0.003,0,0.014,0.077,0.001,0.001,0,0,0.001,0.004,0,0.008,0,0,0,0,0,0.002,0.012,0.057,0
"2069",0.617,0.724,0.108,0.012,0.511,0.797,0.51,0.007,0.787,0.853,0.026,0.044,0.291,0.898,0.241,0,0.087,0.005,0.036,0.004,0,0,0.001,0.019,0.054,0.064,0.025,0.003,0.003,0,0,0.001,0.037,0,0.018,0,0.001,0,0,0,0.013
"2070",0.924,0.422,0.722,0.623,0.493,0.048,0.11,0.673,0.591,0.01,0.13,0.07,0.001,0.081,0.002,0.017,0,0,0,0.002,0,0.003,0,0,0,0.043,0,0,0,0,0.008,0.126,0.043,0.094,0.001,0.002,0,0.052,0.003,0,0
"2071",0.919,0.204,0.24,0.9,0.364,0.212,0.042,0.19,0.516,0.782,0.633,0.068,0.02,0.125,0,0.039,0.147,0.134,0.136,0,0,0.005,0.025,0,0.043,0.002,0,0.013,0.08,0,0,0.006,0.005,0,0.001,0,0.001,0.002,0.001,0.009,0.003
"2072",0.079,0.103,0.363,0.385,0.079,0.708,0.037,0.988,0.887,0.481,0.018,0.303,0.12,0.237,0.018,0.002,0.003,0.014,0.015,0.017,0.034,0,0.002,0.045,0.002,0.001,0.003,0.014,0.003,0.018,0,0,0,0,0.023,0.038,0,0.011,0,0,0.001
"2073",0.354,0.489,0.125,0.859,0.704,0.429,0.839,0.344,0.331,0.002,0.001,0.031,0.053,0.038,0.067,0,0.02,0.106,0.002,0.061,0,0.001,0,0,0.053,0.002,0.003,0,0.001,0.002,0.001,0.02,0.066,0.129,0,0,0,0,0,0.001,0
"2074",0.79,0.258,0.023,0.999,0.686,0.742,0.549,0.428,0.685,0.008,0.623,0.432,0.006,0.65,0.214,0.001,0.005,0.007,0.025,0.431,0.001,0.01,0.001,0,0.001,0,0.085,0,0.001,0.001,0,0.029,0,0.006,0,0,0.045,0,0,0.023,0
"2075",0.225,0.668,0.94,0.435,0.992,0.708,0.883,0.071,0.002,0.021,0.01,0.003,0.013,0.122,0.044,0.002,0.041,0,0,0.005,0.003,0.012,0,0.014,0.036,0.003,0.002,0,0,0.007,0.001,0.008,0.007,0,0.019,0,0,0,0.001,0,0.019
"2076",0.448,0.094,0.514,0.349,0.372,0.29,0.22,0.363,0.13,0.977,0.655,0.014,0.021,0.014,0.033,0.001,0.083,0.03,0.108,0.019,0,0.005,0,0.026,0.001,0.079,0.001,0,0.062,0.001,0.038,0.002,0.002,0,0,0.007,0,0.018,0.108,0,0.009
"2077",0.729,0.622,0.801,0.437,0.487,0.483,0.616,0.35,0.705,0,0.172,0.863,0.264,0.891,0.045,0.065,0.065,0.002,0.001,0.43,0.022,0.033,0.015,0,0.002,0.07,0,0.054,0,0,0,0.011,0,0,0,0.003,0.072,0.06,0,0.008,0
"2078",0.057,0.391,0.337,0.504,0.349,0.03,0.039,0.102,0.776,0.012,0.02,0,0,0.415,0.073,0.284,0.003,0.034,0,0.064,0.033,0.001,0,0,0.024,0.011,0.009,0,0.079,0.031,0.013,0.002,0,0.019,0,0.11,0.001,0,0,0.019,0
"2079",0.951,0.871,0.74,0.765,0,0.808,0.925,0.795,0.175,0.212,0.946,0.741,0.009,0.028,0,0.002,0.083,0.007,0.001,0,0.006,0.024,0.034,0,0.002,0.001,0.016,0.041,0.017,0.001,0.001,0,0,0,0,0,0.004,0.002,0,0.007,0.017
"2080",0.029,0.964,0.87,0.686,0.176,0.128,0.216,0.795,0.364,0.479,0.997,0.223,0.006,0.114,0.149,0,0.173,0.003,0,0.22,0.003,0.001,0.041,0.001,0.002,0.011,0.007,0.001,0,0.054,0,0.001,0.05,0,0,0.016,0.002,0,0.001,0.026,0.016
"2081",0.689,0.746,0.572,0.961,0.199,0.57,0.468,0.018,0.057,0.857,0,0.072,0.015,0.082,0,0.272,0.512,0.002,0.126,0,0.029,0.396,0.006,0,0,0,0.034,0.007,0.055,0.012,0.001,0.002,0.058,0,0,0.005,0.005,0,0,0,0
"2082",0.917,0.07,0.009,0.966,0.599,0.707,0.019,0.056,0.936,0.163,0.404,0.148,0.023,0.17,0.012,0.194,0.089,0.737,0.005,0.138,0.024,0,0,0.006,0,0.005,0,0,0.441,0,0,0,0.022,0.001,0.017,0.002,0,0.178,0.002,0.001,0.02
"2083",0.295,0.248,0.552,0.003,0.009,0.616,0.029,0.736,0.16,0.987,0.024,0.203,0,0.017,0.007,0.148,0.035,0.025,0.002,0.014,0.02,0.003,0.014,0,0,0.171,0,0.162,0.025,0.001,0,0.025,0.008,0.007,0.005,0,0,0,0.001,0.007,0.001
"2084",0.219,0.75,0.606,0.132,0.375,0.781,0.027,0.024,0.124,0.613,0.453,0.376,0.177,0.082,0.02,0.012,0.579,0.819,0.007,0.055,0.052,0,0.012,0.004,0,0,0.005,0,0.004,0.002,0.011,0,0.018,0,0,0.002,0,0,0,0.003,0.021
"2085",0.395,0.679,0.873,0.908,0.606,0.971,0.16,0.562,0.399,0.058,0.853,0.049,0.512,0.003,0,0.488,0.006,0.09,0.005,0.067,0,0.002,0.039,0,0,0,0.004,0,0.001,0.01,0,0,0.022,0.002,0.003,0,0.004,0,0.007,0,0
"2086",0.643,0.645,0.343,0.28,0.824,0.187,0.525,0.256,0.064,0.004,0.905,0.668,0.301,0.059,0.026,0.053,0.165,0.002,0.062,0,0.006,0,0.003,0,0.081,0.136,0.019,0.001,0,0.018,0.024,0.002,0,0.001,0.006,0,0.003,0.002,0.001,0,0
"2087",0.936,0.159,0.118,0.561,0.783,0.052,0.328,0.5,0.369,0.663,0.558,0.001,0.015,0.011,0.046,0.008,0,0.002,0.001,0.064,0.001,0,0,0,0.001,0.012,0.151,0.015,0,0,0,0,0.001,0.045,0.036,0,0.002,0,0.007,0,0
"2088",0.392,0.757,0.983,0.637,0.334,0.83,0.066,0.084,0.921,0.718,0.071,0.087,0.041,0.01,0.007,0,0.001,0.009,0.022,0,0,0.121,0.052,0,0,0,0.005,0.014,0,0.002,0.006,0,0,0,0.001,0,0.009,0.002,0,0.001,0.015
"2089",0.914,0.304,0.898,0.567,0.977,0.027,0.597,0.117,0.545,0.102,0.34,0.608,0.011,0.003,0.163,0.119,0.377,0.001,0.007,0.287,0.046,0.066,0,0,0.015,0,0.002,0.172,0,0.017,0.001,0,0,0.168,0.007,0.007,0,0.009,0.003,0.001,0.026
"2090",0.936,0.006,0.768,0.614,0.087,0.209,0.156,0.025,0.338,0,0.02,0.89,0.608,0.043,0.01,0.01,0.009,0.037,0.037,0.01,0.199,0.003,0.001,0.046,0.008,0.093,0.016,0.001,0,0,0,0,0,0.028,0,0.019,0,0.011,0,0,0.013
"2091",0.059,0.23,0.266,0.484,0.802,0.402,0.219,0.973,0.072,0.01,0.18,0.051,0.231,0.097,0.009,0.083,0.109,0,0.003,0.002,0.011,0,0.001,0,0,0.347,0.027,0,0.003,0,0,0,0.011,0.001,0.001,0.001,0.013,0,0,0,0.004
"2092",0.149,0.438,0.578,0.169,0.548,0.91,0.582,0.58,0.902,0.011,0.121,0.404,0.209,0.002,0.035,0.061,0.094,0.224,0.001,0.003,0.006,0.003,0.001,0.065,0.031,0,0.003,0.045,0.027,0.001,0.028,0,0.008,0.042,0.01,0.006,0.008,0,0.002,0.007,0.009
"2093",0.478,0.121,0.938,0.753,0.845,0.885,0.063,0.744,0.563,0.931,0.505,0.176,0.018,0.094,0.002,0.002,0.092,0.807,0.024,0,0.022,0,0.006,0.012,0.002,0,0.001,0.044,0.018,0.012,0,0,0.001,0.017,0,0,0.002,0.027,0,0,0
"2094",0.827,0.961,0.967,0.211,0.341,0.288,0.439,0.71,0.805,0.066,0,0.891,0.014,0.221,0.01,0.041,0.007,0.004,0.004,0,0,0.003,0,0.019,0.008,0.002,0,0,0,0,0.001,0.004,0.006,0,0.003,0,0.002,0.001,0,0,0
"2095",0.499,0.102,0.001,0.577,0.774,0.367,0.745,0.121,0.312,0.859,0.116,0.046,0.17,0.024,0.501,0.016,0.136,0.023,0.029,0.001,0.012,0.004,0.044,0.03,0,0.111,0.001,0.002,0.007,0,0.001,0.003,0.008,0,0.003,0.003,0.002,0.003,0,0.001,0.006
"2096",0.706,0.839,0.481,0.511,0.763,0.971,0.337,0.002,0.907,0.797,0.965,0,0.18,0.009,0.093,0.048,0.017,0.001,0,0.012,0.098,0.004,0.001,0.01,0,0.003,0,0,0.001,0.023,0,0.002,0,0.002,0.076,0,0.005,0.007,0.022,0.041,0.004
"2097",0.916,0.008,0.254,0.974,0.891,0.656,0.48,0.396,0.066,0.002,0.927,0.013,0.035,0.497,0.081,0.006,0.002,0.013,0.111,0,0,0.009,0,0.001,0.001,0.013,0.017,0,0.058,0.007,0.019,0.003,0,0.003,0.048,0,0,0,0,0,0
"2098",0.548,0.785,0.468,0.354,0.481,0.665,0.155,0.186,0.381,0.022,0.104,0.176,0.113,0.316,0.009,0.003,0.01,0.018,0.018,0,0.013,0,0.009,0,0.009,0.013,0,0.031,0.001,0.002,0,0.001,0.008,0.024,0,0,0,0,0.004,0.008,0.002
"2099",0.817,0.45,0.196,0.043,0.956,0.526,0.2,0.396,0.099,0.006,0.541,0.689,0.003,0.039,0.034,0.005,0.045,0.09,0.002,0.001,0.037,0.004,0.002,0.033,0,0.001,0.006,0,0.002,0.062,0.005,0,0,0.001,0,0,0.003,0,0.008,0,0.008
"2100",0.408,0.638,0.89,0.258,0.617,0.696,0.737,0.062,0.845,0.702,0.29,0.031,0.021,0.129,0.037,0.022,0.009,0.044,0.01,0.006,0,0,0.006,0.008,0.054,0,0,0.15,0.005,0.001,0.014,0,0,0,0.001,0.013,0,0,0,0.005,0
"2101",0.068,0.935,0.355,0.784,0.758,0.81,0.836,0.127,0.719,0.4,0.008,0.036,0.016,0.683,0.056,0.138,0.078,0.028,0,0,0,0.001,0.003,0,0.002,0,0.001,0.007,0,0.031,0,0.006,0,0.021,0,0.004,0,0.02,0,0,0.002
"2102",0.219,0.39,0.867,0.374,0.866,0.055,0.103,0.733,0.902,0.021,0.007,0.122,0.003,0.007,0.004,0.197,0.234,0.639,0.079,0,0,0,0.182,0.002,0.003,0,0.001,0,0.095,0,0,0.003,0,0.02,0.003,0.003,0,0.052,0.001,0,0
"2103",0.411,0.131,0.113,0.705,0.289,0.827,0.064,0.704,0.096,0.724,0.063,0.435,0.006,0,0.07,0.014,0.003,0.015,0.001,0.054,0.001,0.004,0.001,0.008,0,0.001,0.001,0.117,0.003,0.001,0.006,0.001,0.003,0,0,0.006,0.012,0.024,0.01,0,0
"2104",0.317,0.309,0.687,0.551,0.431,0.056,0.725,0.162,0.915,0.201,0.113,0.001,0.54,0.176,0.189,0.001,0.164,0.005,0.006,0,0.024,0.087,0.001,0.002,0,0.003,0,0.007,0.001,0.005,0,0.007,0.009,0,0.007,0.148,0.063,0,0,0.001,0
"2105",0.344,0.578,0.303,0.284,0.695,0.706,0.931,0.086,0.02,0.481,0.607,0.001,0.004,0.43,0.043,0.164,0.001,0.039,0,0.007,0.04,0.171,0,0.001,0.007,0.726,0.002,0.006,0,0,0,0,0.001,0,0.007,0.01,0,0.064,0,0,0
"2106",0.442,0.385,0.149,0.976,0.34,0.661,0.412,0.836,0.034,0.737,0.405,0.048,0.005,0.006,0.005,0.095,0.208,0.002,0.035,0.003,0.002,0.001,0,0.048,0,0,0.003,0.07,0,0,0,0.004,0,0.01,0,0,0.003,0.026,0,0,0
"2107",0.337,0.419,0.991,0.344,0.822,0.107,0.034,0.83,0.157,0.143,0.018,0.021,0.011,0.032,0.299,0.622,0,0.117,0.111,0.019,0.001,0.023,0.002,0,0,0,0.022,0,0.004,0.001,0,0,0,0,0,0.006,0,0.101,0,0,0.014
"2108",0.881,0.513,0.782,0.704,0.181,0.949,0.688,0.227,0.087,0.44,0.065,0.013,0.013,0.6,0.169,0.012,0.037,0.006,0.006,0.005,0.001,0.012,0.037,0,0.004,0.003,0,0,0,0.001,0.012,0.009,0.005,0.008,0,0,0.002,0.069,0.002,0.02,0.001
"2109",0.212,0.535,0.103,0.791,0.002,0.776,0.957,0.596,0.14,0.171,0.198,0.989,0.845,0.002,0.098,0.148,0.96,0.064,0.106,0,0.115,0,0,0.005,0,0,0.029,0.09,0.023,0.004,0.002,0.018,0.099,0,0,0.001,0.006,0,0.02,0.001,0
"2110",0.571,0.489,0.671,0.871,0.968,0.039,0.123,0.011,0.551,0.537,0.486,0.004,0.355,0.011,0.162,0.007,0.006,0.009,0.013,0.003,0,0.023,0.021,0.003,0.203,0.003,0.094,0,0.002,0.001,0,0,0.007,0.006,0,0,0,0.027,0.001,0.002,0.001
"2111",0.271,0.122,0.332,0.575,0.531,0.178,0.548,0.339,1,0.543,0.323,0.052,0.01,0,0.017,0.013,0.425,0,0.702,0.001,0.004,0,0.009,0.015,0.026,0.065,0,0,0,0.069,0.002,0.001,0.001,0,0,0.017,0,0,0.001,0.002,0.017
"2112",0.087,0.945,0.32,0.035,0.132,0.992,0.015,0.986,0.803,0.169,0.028,0.375,0.712,0.079,0.185,0.054,0.062,0.221,0.003,0.057,0,0.014,0.039,0,0.004,0.003,0,0,0.041,0,0,0,0.013,0.001,0.007,0,0.001,0.33,0.004,0.01,0
"2113",0.316,0.796,0.946,0.045,0.539,0.792,0.33,0.165,0,0.274,0.385,0.018,0.078,0.049,0.007,0.019,0.001,0.002,0.066,0.006,0,0.001,0.003,0,0.009,0,0,0.003,0.016,0.003,0.017,0.036,0.001,0.001,0.001,0.054,0.072,0.012,0,0.013,0.004
"2114",0.556,0.44,0.035,0.53,0.671,0.922,0.935,0.731,0.207,0.034,0.015,0.044,0.013,0.061,0,0.774,0.078,0.044,0.026,0,0,0,0.068,0.053,0.006,0.004,0.021,0.13,0,0,0,0,0.001,0,0,0.001,0,0,0,0,0.002
"2115",0.858,0.409,0.65,0.05,0.119,0.211,0.029,0.004,0,0.161,0.086,0.351,0.048,0.166,0.042,0.243,0.055,0.08,0.003,0.039,0.01,0.044,0,0.001,0.001,0.008,0,0.001,0,0.002,0.003,0,0.014,0,0.002,0.001,0,0.012,0,0,0.001
"2116",0.396,0.205,0.425,0.822,0.45,0.521,0.653,0.834,0.175,0.002,0.081,0.001,0.047,0.749,0.341,0.127,0,0.004,0,0.003,0,0.156,0.167,0.001,0.051,0.057,0,0.015,0,0.063,0.001,0.001,0.007,0,0,0.001,0,0,0,0,0
"2117",0.225,0.794,0.463,0.541,0.647,0.334,0.682,0.18,0.019,0.008,0.009,0.006,0.031,0.035,0.025,0.007,0,0.032,0.001,0.007,0.068,0,0.01,0,0.001,0,0.011,0.003,0,0.014,0,0.002,0,0.033,0.004,0.001,0,0.001,0.002,0.036,0
"2118",0.357,0.244,0.483,0.873,0.38,0.423,0.024,0.726,0.943,0.05,0.359,0.454,0.01,0.001,0.005,0,0,0.01,0.002,0.023,0.052,0.189,0.002,0.004,0.007,0.005,0,0,0,0,0,0,0.004,0,0.011,0.004,0.004,0.044,0.017,0.036,0
"2119",0.961,0.424,0.521,0.422,0.318,0.864,0.109,0.063,0.333,0.005,0.002,0.33,0.001,0,0.009,0.214,0.072,0,0,0.048,0.101,0.031,0.007,0,0.004,0,0.002,0.001,0,0.006,0.029,0.031,0.05,0,0,0,0.01,0.003,0,0,0
"2120",0.442,0.226,0.255,0.753,0.887,0.685,0.969,0.055,0.812,0.721,0.133,0.514,0.269,0.083,0.026,0.032,0.172,0.006,0,0.035,0.065,0,0.011,0.067,0.004,0.002,0.011,0,0.002,0.004,0.004,0,0.001,0.001,0,0.006,0.026,0.007,0.001,0,0.001
"2121",0.696,0.911,0.175,0.494,0.02,0.185,0.176,0.734,0.951,0.365,0.309,0.001,0.723,0.039,0.061,0.004,0.047,0.019,0.015,0.003,0.002,0,0,0,0.054,0.005,0,0,0.003,0,0.005,0,0,0.001,0.01,0,0,0,0,0,0
"2122",0.3,0.271,0.194,0.764,0.387,0.439,0.64,0.362,0.067,0.005,0.004,0.109,0.078,0.023,0.024,0.109,0.001,0.064,0.013,0,0,0.007,0,0,0.007,0,0.002,0.052,0.002,0.001,0,0,0,0.172,0.007,0.022,0,0,0,0.004,0.002
"2123",0.402,0.827,0.087,0.608,0.894,0.009,0.847,0.977,0.4,0.565,0.267,0,0.047,0.166,0.002,0.156,0.004,0.081,0.058,0,0.112,0,0.001,0.001,0,0.007,0,0.011,0.007,0.028,0,0.026,0,0.001,0.018,0.045,0.023,0.004,0,0.006,0.034
"2124",0.526,0.021,0.97,0.412,0.694,0.898,0.692,0.173,0.745,0.148,0,0.214,0.014,0.001,0.173,0,0.229,0.018,0.066,0.176,0,0,0,0.002,0.014,0,0.02,0.018,0.024,0,0,0.027,0,0,0.008,0,0,0,0,0,0.011
"2125",0.46,0.403,0.323,0.007,0.198,0.871,0.07,0.108,0.075,0.159,0.132,0.117,0.446,0.246,0.083,0,0.01,0.083,0.004,0.01,0.044,0.004,0.008,0,0.007,0,0,0,0,0.002,0.002,0.006,0.012,0.001,0,0,0.002,0,0.005,0,0.002
"2126",0.943,0.197,0.371,0.927,0.971,0.274,0.029,0.857,0.278,0.448,0.003,0.94,0.327,0.475,0.072,0,0.012,0.005,0.004,0.013,0.851,0,0.006,0.028,0,0,0.014,0.06,0,0.002,0,0.004,0,0,0.01,0,0.001,0,0.005,0.014,0.002
"2127",0.167,0.995,0.802,0.173,0.709,0.773,0.616,0.958,0.398,0.056,0.04,0.022,0.045,0.089,0.044,0.014,0.022,0.137,0.064,0.005,0.007,0.058,0.007,0.897,0.002,0,0.001,0,0.001,0,0,0,0,0,0,0.06,0,0.005,0.008,0,0
"2128",0.793,0.775,0.158,0.072,0.402,0.608,0.606,0.062,0.387,0.42,0.266,0,0.006,0.823,0,0.002,0.055,0.184,0.49,0,0.006,0.041,0.001,0.137,0.002,0.035,0.001,0.001,0,0.002,0,0,0,0,0.003,0,0,0.001,0.017,0,0.001
"2129",0.498,0.689,0.673,0.373,0.084,0.56,0.004,0.31,0.228,0.598,0.912,0.367,0.011,0.575,0.183,0,0.009,0.003,0.175,0,0.018,0.087,0.028,0.07,0.173,0,0,0.001,0.017,0,0,0,0.062,0.001,0.001,0,0.015,0.018,0.005,0.001,0.001
"2130",0.993,0.144,0.795,0.476,0.998,0.179,0.743,0.601,0.794,0.767,0.02,0.083,0.008,0.017,0.002,0.025,0.028,0.05,0.038,0.105,0.063,0,0,0.023,0.274,0.004,0,0,0.016,0.003,0,0,0.034,0,0,0.009,0,0.004,0,0.007,0.02
"2131",0.771,0.087,0.659,0.582,0.259,0.956,0.128,0.759,0.571,0.088,0.52,0.122,0.159,0.759,0.073,0.056,0.003,0.003,0,0.747,0.013,0.006,0.016,0.019,0.009,0,0,0,0,0,0.003,0.031,0.056,0.01,0,0.018,0,0.001,0,0.003,0
